,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,WebDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,SelfTaughtTypes,CousinEducation,WorkStart,HaveWorkedFramework,WantWorkFramework,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,HighestEducationParents,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Worked_with_Assembly,Worked_with_C,Worked_with_C#,Worked_with_C++,Worked_with_Clojure,Worked_with_CoffeeScript,Worked_with_Common Lisp,Worked_with_Dart,Worked_with_Elixir,Worked_with_Erlang,Worked_with_F#,Worked_with_Go,Worked_with_Groovy,Worked_with_Hack,Worked_with_Haskell,Worked_with_Java,Worked_with_JavaScript,Worked_with_Julia,Worked_with_Lua,Worked_with_Matlab,Worked_with_Objective-C,Worked_with_PHP,Worked_with_Perl,Worked_with_Python,Worked_with_R,Worked_with_Ruby,Worked_with_Rust,Worked_with_SQL,Worked_with_Scala,Worked_with_Smalltalk,Worked_with_Swift,Worked_with_TypeScript,Worked_with_VB.NET,Worked_with_VBA,Worked_with_Visual Basic 6,Want_work_Assembly,Want_work_C,Want_work_C#,Want_work_C++,Want_work_Clojure,Want_work_CoffeeScript,Want_work_Common Lisp,Want_work_Dart,Want_work_Elixir,Want_work_Erlang,Want_work_F#,Want_work_Go,Want_work_Groovy,Want_work_Hack,Want_work_Haskell,Want_work_Java,Want_work_JavaScript,Want_work_Julia,Want_work_Lua,Want_work_Matlab,Want_work_Objective-C,Want_work_PHP,Want_work_Perl,Want_work_Python,Want_work_R,Want_work_Ruby,Want_work_Rust,Want_work_SQL,Want_work_Scala,Want_work_Smalltalk,Want_work_Swift,Want_work_TypeScript,Want_work_VB.NET,Want_work_VBA,Want_work_Visual Basic 6,Uses_Android Studio,Uses_Atom,Uses_Coda,Uses_Eclipse,Uses_Emacs,Uses_IPython / Jupyter,Uses_IntelliJ,Uses_Komodo,Uses_Light Table,Uses_NetBeans,Uses_Notepad++,Uses_PHPStorm,Uses_PyCharm,Uses_RStudio,Uses_RubyMine,Uses_Sublime Text,Uses_TextMate,Uses_Vim,Uses_Visual Studio,Uses_Visual Studio Code,Uses_Xcode,Uses_Zend,DevType_Data scientist,DevType_Database administrator,DevType_Desktop applications developer,DevType_DevOps specialist,DevType_Developer with a statistics or mathematics background,DevType_Embedded applications/devices developer,DevType_Graphic designer,DevType_Graphics programming,DevType_Machine learning specialist,DevType_Mobile developer,DevType_Other,DevType_Quality assurance engineer,DevType_Systems administrator,DevType_Web developer,IsImportantBenefit_Annual bonus,IsImportantBenefit_Charitable match,IsImportantBenefit_Child/elder care,IsImportantBenefit_Education sponsorship,IsImportantBenefit_Equipment,IsImportantBenefit_Expected work hours,IsImportantBenefit_Health benefits,IsImportantBenefit_Long-term leave,IsImportantBenefit_Meals,IsImportantBenefit_None of these,IsImportantBenefit_Other,IsImportantBenefit_Private office,IsImportantBenefit_Professional development sponsorship,IsImportantBenefit_Remote options,IsImportantBenefit_Retirement,IsImportantBenefit_Stock options,IsImportantBenefit_Vacation/days off,Gender_Female,Gender_Gender non-conforming,Gender_Male,Gender_Other,Gender_Transgender,Race_Black or of African descent,Race_East Asian,Race_Hispanic or Latino/Latina,Race_I don’t know,Race_I prefer not to say,Race_Middle Eastern,"Race_Native American, Pacific Islander, or Indigenous Australian",Race_South Asian,Race_White or of European descent,Uses_StackOverflow_in_Android app,Uses_StackOverflow_in_Android browser,Uses_StackOverflow_in_Desktop,Uses_StackOverflow_in_Other phone browser,Uses_StackOverflow_in_iOS app,Uses_StackOverflow_in_iOS browser,MetricAssess__Benchmarked product performance,MetricAssess__Bugs found,MetricAssess__Commit frequency,MetricAssess__Customer satisfaction,MetricAssess__Hours worked,MetricAssess__Lines of code,MetricAssess__Manager's rating,MetricAssess__On time/in budget,MetricAssess__Other,MetricAssess__Peers' rating,MetricAssess__Release frequency,MetricAssess__Revenue performance,MetricAssess__Self-rating,Education_Bootcamp,Education_Coding competition,Education_Hackathon,Education_Industry certification,Education_On-the-job training,Education_Online course,Education_Open source contributions,Education_Part-time/evening course,Education_Self-taught
4744,No,Switzerland,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",11 to 12 years,11 to 12 years,,7.0,6.0,Somewhat agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,"I'm not actively looking, but I am open to new opportunities",0.0,Between 2 and 4 years ago,Somewhat important,Not very important,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Important,Very important,Important,Somewhat important,Important,Somewhat important,Not very important,Somewhat important,,,,,,,,,,,,,,Swiss francs,Somewhat underpaid,Tabs,Important,Trade book; Textbook; Stack Overflow Docs; Built-in help,,8:00 AM,,,Turn on some music,,Subversion,A few times a week,Agree,Agree,Disagree,Disagree,Somewhat agree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,A master's degree,Agree,Somewhat agree,Disagree,Strongly agree,86000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
4776,"Yes, both",Canada,No,Employed full-time,Bachelor's degree,A humanities discipline,A few days each month,500 to 999 employees,Venture-funded startup,2 to 3 years,1 to 2 years,Full stack Web developer,8.0,8.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Between 1 and 2 years ago,Not very important,Not very important,Not very important,Important,Somewhat important,Important,Important,Somewhat important,Very important,Very important,Important,Very important,Not very important,Important,Important,,,,,,,,,,,,,,Canadian dollars (C$),Greatly underpaid,Spaces,Not very important,Official documentation; Non-Stack online communities; Built-in help; Other,,8:00 AM,Node.js; React,Hadoop; Spark,Keep the room absolutely quiet,Agile,Git,Multiple times a day,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Strongly disagree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,No influence at all,No influence at all,No influence at all,No influence at all,Some influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,"I've visited Stack Overflow, but haven't logged in/created an account",6.0,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Primary/elementary school,Disagree,Disagree,Disagree,Strongly agree,47348.484848484804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1
4871,"Yes, I program as a hobby",Netherlands,No,Employed full-time,Master's degree,A humanities discipline,Never,Fewer than 10 employees,"Privately-held limited company, not in startup mode",7 to 8 years,1 to 2 years,Full stack Web developer,9.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,Between 1 and 2 years ago,Somewhat important,Important,Important,Important,Somewhat important,Not very important,Important,Very important,Important,Very important,Not very important,Important,Important,Not very important,Somewhat important,LinkedIn,I was just giving it a regular update,An external recruiter or headhunter,Not very important,Somewhat important,Somewhat important,Somewhat important,Important,Not very important,Not very important,Not very important,Important,Somewhat important,Euros (€),Somewhat underpaid,Tabs,Not very important,Official documentation; Stack Overflow Q&A; Tutoring/mentoring; Friends network,,9:00 AM,AngularJS; Node.js; Cordova,AngularJS; Node.js; React; Cordova; .NET Core,Turn on some music,Agile; Scrum,Team Foundation Server,Once a day,Disagree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,At least once each week,At least once each week,Once or twice,Haven't done at all,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,"Some college/university study, no bachelor's degree",Somewhat agree,Agree,Disagree,Strongly agree,28387.096774193502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4895,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",6 to 7 years,4 to 5 years,Front-end Web developer,8.0,4.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,More than 4 years ago,Somewhat important,Important,Somewhat important,Somewhat important,Important,Important,Important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Dice,"I completed a major project, assignment, or contract",A general-purpose job board,Somewhat important,Important,Very important,Not at all important,Not at all important,Somewhat important,Not very important,Somewhat important,Not at all important,Important,U.S. dollars ($),Neither underpaid nor overpaid,Tabs,Somewhat important,Stack Overflow Q&A,,10:00 AM,AngularJS; Node.js; .NET Core,React,Keep the room absolutely quiet,Agile; Scrum,Git,Multiple times a day,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,At least once each day,Several times,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,A bachelor's degree,Agree,Somewhat agree,Disagree,Agree,85000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4913,"Yes, I program as a hobby",Austria,No,Employed full-time,Master's degree,Computer programming or Web development,"Less than half the time, but at least one day each week",20 to 99 employees,"Privately-held limited company, not in startup mode",14 to 15 years,6 to 7 years,,3.0,3.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,I am actively looking for a job,2.0,More than 4 years ago,Very important,Somewhat important,Important,Very important,Very important,Important,Important,Important,Somewhat important,Not very important,Somewhat important,Very important,Important,Important,Important,,,,,,,,,,,,,,Euros (€),Somewhat underpaid,Tabs,Not at all important,Trade book; Textbook,,7:00 AM,Cordova,,Turn on some music,Waterfall; Pair; Kanban,Git,Multiple times a day,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,Several times,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,A master's degree,Strongly agree,Agree,Strongly disagree,Agree,43655.9139784946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
4924,"Yes, I program as a hobby",Ireland,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",6 to 7 years,4 to 5 years,,9.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Between 2 and 4 years ago,Somewhat important,Important,Important,Not very important,Important,Not very important,Important,Important,Somewhat important,Not very important,Not very important,Very important,Not at all important,Not very important,Important,LinkedIn,I was just giving it a regular update,"A friend, family member, or former colleague told me",Important,Somewhat important,Important,Not very important,Somewhat important,Not very important,Somewhat important,Somewhat important,Not at all important,Very important,Euros (€),Somewhat underpaid,Tabs,Very important,Official documentation; Stack Overflow Q&A; Non-Stack online communities; Built-in help,,9:00 AM,.NET Core,.NET Core,Turn on some music,Waterfall; Agile; Scrum; Kanban,Team Foundation Server,Multiple times a day,Somewhat agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,At least once each week,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Disagree,Disagree,Disagree,,Disagree,Strongly agree,Agree,Disagree,High school,Disagree,Somewhat agree,Disagree,Strongly agree,37634.4086021505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4965,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,Computer programming or Web development,A few days each month,100 to 499 employees,Venture-funded startup,20 or more years,15 to 16 years,Full stack Web developer,6.0,7.0,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",2.0,Less than a year ago,Not very important,Important,Important,Somewhat important,Somewhat important,Important,Very important,Very important,Somewhat important,Not very important,Somewhat important,Important,Not very important,Important,Very important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat underpaid,Tabs,Not at all important,Official documentation; Trade book; Textbook; Non-Stack online communities; Built-in help,,10:00 AM,AngularJS; .NET Core,AngularJS; .NET Core,Turn on some music,Agile; Lean; Scrum; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,6.0,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Disagree,Primary/elementary school,Agree,Somewhat agree,Disagree,Agree,120000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
4989,"Yes, I program as a hobby",Ireland,No,Employed full-time,Master's degree,Computer science or software engineering,It's complicated,"10,000 or more employees",Publicly-traded corporation,19 to 20 years,14 to 15 years,Full stack Web developer,7.0,5.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Less than a year ago,Somewhat important,Very important,Important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Important,Very important,Very important,Important,Important,LinkedIn,A recruiter contacted me,An external recruiter or headhunter,Important,Very important,Very important,Somewhat important,Important,Important,Somewhat important,Important,Not very important,Very important,Euros (€),Somewhat underpaid,Tabs,Very important,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities; Company internal community; Built-in help; Other,,8:00 AM,AngularJS,AngularJS; Node.js; Xamarin; .NET Core,Keep the room absolutely quiet,Agile; PRINCE2; Scrum,Team Foundation Server,A few times a week,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,6.0,Several times,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Haven't done at all,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,A professional degree,Agree,Somewhat agree,Strongly disagree,Strongly agree,80645.16129032259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1
4992,"Yes, I program as a hobby",United Kingdom,No,Employed full-time,Bachelor's degree,Computer programming or Web development,All or almost all the time (I'm full-time remote),100 to 499 employees,"Privately-held limited company, not in startup mode",13 to 14 years,4 to 5 years,,10.0,10.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Less than a year ago,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Very important,Very important,Not at all important,Important,Important,Very important,Very important,LinkedIn,Something else,An external recruiter or headhunter,Important,Important,Important,Not at all important,Very important,Not at all important,Not at all important,Not very important,Not at all important,Very important,British pounds sterling (£),Neither underpaid nor overpaid,Tabs,Not very important,Official documentation; Stack Overflow Q&A; Stack Overflow Docs,,8:00 AM,.NET Core,.NET Core,Keep the room absolutely quiet,Agile; Lean; PRINCE2; Scrum; Pair; Mob; Kanban; Domain-driven design,Team Foundation Server,A few times a week,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10.0,At least once each week,Haven't done at all,Once or twice,Haven't done at all,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,A bachelor's degree,Disagree,Agree,Strongly disagree,Strongly agree,52500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1
5083,"Yes, I program as a hobby",Canada,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,Publicly-traded corporation,15 to 16 years,9 to 10 years,,7.0,7.0,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",0.0,Less than a year ago,Somewhat important,Somewhat important,Important,Important,Important,Somewhat important,Very important,Important,Very important,Somewhat important,Somewhat important,Important,Not very important,Somewhat important,Somewhat important,,,,,,,,,,,,,,Canadian dollars (C$),Neither underpaid nor overpaid,Spaces,Somewhat important,Official documentation; Trade book; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Built-in help,,8:00 AM,,,Something else,Agile; Lean; Scrum; Pair,Git,A few times a week,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",10.0,At least once each week,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Disagree,A bachelor's degree,Agree,Somewhat agree,Disagree,Strongly agree,69696.9696969697,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
